ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,DRAINAGE,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_BULK_DENSITY,T_OC,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_BULK_DENSITY,S_OC
2312,7902,70897,70059,1,10,2,,,I,106,LPq,103,4,21,73,18,9,11,1.45,1.4,,,,,,,
2313,7903,70898,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2314,7903,70898,70072,1,10,2,,,Pgh,163,PZg,153,2,2,86,10,4,12,1.31,1.97,3,85,10,5,12,1.54,0.91
2315,7904,70899,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2316,7904,70899,70073,1,10,2,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2317,7905,70900,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2318,7905,70900,70074,1,10,2,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2319,7906,70901,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2320,7906,70901,70075,1,10,2,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2321,7907,70902,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2322,7907,70902,70077,1,10,2,,,Rx,189,RGi,161,4,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2323,7908,70903,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2324,7908,70903,70046,1,5,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2325,7908,70903,70078,1,5,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2326,7909,70904,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2327,7909,70904,70078,1,10,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2328,7910,70905,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2329,7910,70905,70079,1,10,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2330,7911,70906,70042,1,100,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2331,7912,70907,70043,1,80,1,,,Eo,60,LPk,100,3,16,37,44,19,9,1.24,2.13,,,,,,,
2332,7912,70907,70037,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2333,7912,70907,70047,1,10,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2334,7913,70908,70043,1,80,1,,,Eo,60,LPk,100,3,16,37,44,19,9,1.24,2.13,,,,,,,
2335,7913,70908,70037,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2336,7913,70908,70050,1,10,3,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2337,7914,70909,70043,1,80,1,,,Eo,60,LPk,100,3,16,37,44,19,9,1.24,2.13,,,,,,,
2338,7914,70909,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2339,7914,70909,70050,1,10,3,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2340,7915,70910,70043,1,90,1,,,Eo,60,LPk,100,3,16,37,44,19,9,1.24,2.13,,,,,,,
2341,7915,70910,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2342,7916,70911,70043,1,90,1,,,Eo,60,LPk,100,3,16,37,44,19,9,1.24,2.13,,,,,,,
2343,7916,70911,70033,1,10,2,,,Ck,45,CHk,53,4,4,13,42,45,2,1.16,2.1,6,13,44,43,2,1.36,0.86
2344,7917,70912,70043,1,90,1,,,Eo,60,LPk,100,3,16,37,44,19,9,1.24,2.13,,,,,,,
2345,7917,70912,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2346,7918,70913,70043,1,90,1,,,Eo,60,LPk,100,3,16,37,44,19,9,1.24,2.13,,,,,,,
2347,7918,70913,70050,1,10,2,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2348,7919,70914,70043,1,100,1,,,Eo,60,LPk,100,3,16,37,44,19,9,1.24,2.13,,,,,,,
2349,7920,70915,70045,1,90,1,,,Gc,63,GLk,11,2,4,41,40,19,9,1.31,1.3,5,44,37,19,9,1.47,0.44
2350,7920,70915,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2351,7921,70916,70046,1,45,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2352,7921,70916,70079,1,40,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2353,7921,70916,70011,1,10,3,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2354,7921,70916,70078,1,5,4,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2355,7922,70917,70046,1,45,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2356,7922,70917,70079,1,40,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2357,7922,70917,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2358,7922,70917,70078,1,5,4,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2359,7923,70918,70046,1,50,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2360,7923,70918,70079,1,40,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2361,7923,70918,70047,1,5,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2362,7923,70918,70052,1,5,4,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2363,7924,70919,70046,1,70,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2364,7924,70919,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
2365,7924,70919,70047,1,10,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2366,7924,70919,70070,1,10,4,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2367,7925,70920,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2368,7925,70920,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2369,7925,70920,70047,1,5,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2370,7925,70920,70052,1,5,4,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2371,7926,70921,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2372,7926,70921,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2373,7926,70921,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2374,7927,70922,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2375,7927,70922,70011,1,20,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2376,7928,70923,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2377,7928,70923,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2378,7928,70923,70039,1,10,3,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
2379,7929,70924,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2380,7929,70924,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
2381,7929,70924,70047,1,10,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2382,7930,70925,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2383,7930,70925,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2384,7930,70925,70047,1,10,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2385,7931,70926,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2386,7931,70926,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2387,7931,70926,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2388,7932,70927,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2389,7932,70927,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2390,7932,70927,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2391,7933,70928,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2392,7933,70928,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2393,7933,70928,70069,1,5,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2394,7933,70928,70070,1,5,4,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2395,7934,70929,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2396,7934,70929,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2397,7934,70929,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2398,7935,70930,70046,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2399,7935,70930,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2400,7935,70930,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2401,7936,70931,70046,1,90,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2402,7936,70931,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2403,7937,70932,70046,1,90,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2404,7937,70932,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
2405,7938,70933,70046,1,90,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2406,7938,70933,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2407,7939,70934,70046,1,90,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2408,7939,70934,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2409,7940,70935,70046,1,90,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2410,7940,70935,70061,1,10,2,,,Je,117,FLe,2,2,18,80,12,8,12,1.27,0.58,10,79,11,10,11,1.44,0.24
2411,7941,70936,70046,1,90,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2412,7941,70936,70070,1,10,2,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2413,7942,70937,70046,1,90,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2414,7942,70937,70074,1,10,2,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2415,7943,70938,70046,1,100,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2416,7944,70939,70047,1,34,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2417,7944,70939,70052,1,33,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2418,7944,70939,70078,1,33,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2419,7945,70940,70047,1,34,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2420,7945,70940,70078,1,33,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2421,7945,70940,70079,1,33,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2422,7946,70941,70047,1,40,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2423,7946,70941,70052,1,25,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2424,7946,70941,70079,1,25,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2425,7946,70941,70046,1,10,4,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2426,7947,70942,70047,1,40,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2427,7947,70942,70052,1,25,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2428,7947,70942,70079,1,25,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2429,7947,70942,70059,1,10,4,,,I,106,LPq,103,4,21,73,18,9,11,1.45,1.4,,,,,,,
2430,7948,70943,70047,1,40,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2431,7948,70943,70052,1,30,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2432,7948,70943,70079,1,30,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2433,7949,70944,70047,1,40,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2434,7949,70944,70052,1,35,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2435,7949,70944,70079,1,25,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2436,7950,70945,70047,1,45,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2437,7950,70945,70052,1,40,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2438,7950,70945,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2439,7950,70945,70079,1,5,4,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2440,7951,70946,70047,1,45,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2441,7951,70946,70079,1,30,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2442,7951,70946,70052,1,25,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2443,7952,70947,70047,1,45,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2444,7952,70947,70079,1,40,2,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2445,7952,70947,70003,1,10,3,,,Qc,175,ARb,40,6,2,89,6,5,13,1.57,0.5,1,89,6,5,13,1.55,0.3
2446,7952,70947,70078,1,5,4,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2447,7953,70948,70047,1,50,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2448,7953,70948,70052,1,45,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2449,7953,70948,70079,1,5,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2450,7954,70949,70047,1,70,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2451,7954,70949,70008,1,10,2,,,Jdg,116,FLd,4,2,10,79,12,9,11,1.39,0.87,17,79,11,10,11,1.5,0.26
2452,7954,70949,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2453,7954,70949,70070,1,10,4,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2454,7955,70950,70047,1,70,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2455,7955,70950,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2456,7955,70950,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2457,7955,70950,70073,1,10,4,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2458,7956,70951,70047,1,70,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2459,7956,70951,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2460,7956,70951,70042,1,10,3,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2461,7956,70951,70052,1,10,4,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2462,7957,70952,70047,1,70,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2463,7957,70952,70052,1,15,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2464,7957,70952,70079,1,15,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2465,7958,70953,70047,1,75,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2466,7958,70953,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2467,7958,70953,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2468,7958,70953,70079,1,5,4,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2469,7959,70954,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2470,7959,70954,70008,1,10,2,,,Jdg,116,FLd,4,2,10,79,12,9,11,1.39,0.87,17,79,11,10,11,1.5,0.26
2471,7959,70954,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2472,7960,70955,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2473,7960,70955,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2474,7960,70955,70052,1,5,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2475,7960,70955,70079,1,5,4,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2476,7961,70956,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2477,7961,70956,70011,1,20,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2478,7962,70957,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2479,7962,70957,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2480,7962,70957,70039,1,10,3,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
2481,7963,70958,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2482,7963,70958,70039,1,10,2,,,Dg,53,PDg,129,2,1,32,49,19,9,1.35,2.22,4,25,51,24,7,1.6,0.5
2483,7963,70958,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2484,7964,70959,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2485,7964,70959,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2486,7964,70959,70046,1,10,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2487,7965,70960,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2488,7965,70960,70046,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2489,7965,70960,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2490,7966,70961,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2491,7966,70961,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2492,7966,70961,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2493,7967,70962,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2494,7967,70962,70012,1,10,2,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2495,7967,70962,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2496,7968,70963,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2497,7968,70963,70042,1,10,2,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2498,7968,70963,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2499,7969,70964,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2500,7969,70964,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2501,7969,70964,70060,1,10,3,,,Jd,115,FLd,4,2,10,79,12,9,11,1.39,0.87,17,79,11,10,11,1.5,0.26
2502,7970,70965,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2503,7970,70965,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2504,7970,70965,70069,1,5,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2505,7970,70965,70070,1,5,4,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2506,7971,70966,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2507,7971,70966,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2508,7971,70966,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2509,7972,70967,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2510,7972,70967,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2511,7972,70967,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2512,7973,70968,70047,1,80,1,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
